1675497701,11,BENIGN
1675497701,11,BENIGN
1675497701,5,DoS Hulk
1675497701,11,BENIGN
1675497701,11,BENIGN
1675497701,11,BENIGN
1675497701,11,BENIGN
1675497701,11,BENIGN
1675497701,4,FTP-Patator
1675497701,11,BENIGN
1675497701,11,BENIGN
1675497701,8,DoS slowloris
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497811,11,BENIGN
1675497812,11,BENIGN
1675497812,11,BENIGN
1675497812,11,BENIGN
1675497812,11,BENIGN
1675498012,0,Infiltration
1675498012,11,BENIGN
1675498012,11,BENIGN
1675498012,1,DoS Slowhttptest
1675498012,11,BENIGN
1675498012,11,BENIGN
1675498012,12,PortScan
1675498012,1,DoS Slowhttptest
1675498012,3,Web Attack � Brute Force
1675498012,0,Infiltration
1675498012,11,BENIGN
1675498012,12,PortScan
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,0,Infiltration
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,1,DoS Slowhttptest
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,1,DoS Slowhttptest
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498112,1,DoS Slowhttptest
1675498112,5,DoS Hulk
1675498112,11,BENIGN
1675498112,11,BENIGN
1675498147,11,BENIGN
1675498147,11,BENIGN
1675498147,11,BENIGN
1675498147,11,BENIGN
1675498147,1,DoS Slowhttptest
1675498147,11,BENIGN
1675498147,1,DoS Slowhttptest
1675498147,11,BENIGN
1675498147,11,BENIGN
1675498148,11,BENIGN
1675498148,11,BENIGN
1675498148,11,BENIGN
1675498148,8,DoS slowloris
1675498148,11,BENIGN
1675498172,1,DoS Slowhttptest
1675498172,11,BENIGN
1675498172,5,DoS Hulk
1675498172,1,DoS Slowhttptest
1675498172,11,BENIGN
1675498172,12,PortScan
1675498172,11,BENIGN
1675498172,11,BENIGN
1675498172,11,BENIGN
1675498172,1,DoS Slowhttptest
1675498172,11,BENIGN
1675498207,1,DoS Slowhttptest
1675498207,1,DoS Slowhttptest
1675498207,11,BENIGN
1675498207,1,DoS Slowhttptest
1675498207,11,BENIGN
1675498207,11,BENIGN
1675498207,1,DoS Slowhttptest
1675498207,11,BENIGN
1675498207,1,DoS Slowhttptest
1675498207,11,BENIGN
